0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.592086622051327005e+00,-4.159416633478621783e+00,-4.126767425607801520e+00
-8.012982172043452422e+00,-7.754641904347987946e+00,-8.219291987472439942e+00
-8.491976835773224153e+00,-8.584871314392826136e+00,-8.584037472685563941e+00
-9.259438748684388543e+00,-9.274312206077839349e+00,-8.967880589194756169e+00
-1.010105890015692864e+01,-9.718538330582852325e+00,-9.882726804879993665e+00
-1.230702920133360401e+01,-1.245864705730481603e+01,-1.229696005624400001e+01
-1.146058806131189556e+01,-1.144420363997912204e+01,-1.150735181859112899e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.006713784920108989e-01,-5.019115652548179485e-01,0.000000000000000000e+00
-4.862997116390480379e+00,-4.762166376505499343e+00,-4.781959282408983825e+00
-8.378357983894392902e+00,-8.451099495277700768e+00,-8.770529826199426893e+00
-1.142648655086977882e+01,-1.161774714844231937e+01,-1.121368628724436789e+01
-1.222980614881438655e+01,-1.256741120975089032e+01,-1.268875189039827589e+01
-1.409069595985971546e+01,-1.383036471858972760e+01,-1.385719818312325025e+01
-1.339911313873994381e+01,-1.352992057562849126e+01,-1.337774416741939199e+01
-1.252821474907336885e+01,-1.253312916489014839e+01,-1.170350959746411590e+01
-1.151974375986989330e+01,-1.156822891352819482e+01,-1.159038015482944672e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.366110517446061046e+00,-2.593722200371938236e+00,-3.325379530420315977e+00
-6.701824595390647232e+00,-7.265558370894262374e+00,-6.945952222423204425e+00
-1.252636899852757679e+01,-1.178614565877776776e+01,-1.241551845465744464e+01
-1.465397954239612588e+01,-1.449925622598033392e+01,-1.445145876993942835e+01
-1.691962900569588868e+01,-1.694121362510503204e+01,-1.670948624921996384e+01
-1.889379753080529767e+01,-1.905641306511533983e+01,-1.921233346445740864e+01
-1.822314666521838333e+01,-1.837803147275559468e+01,-1.810085266732664522e+01
-1.527464411705011926e+01,-1.508336123360057179e+01,-1.522090062428380008e+01
