0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.148810955218266816e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.205456609731722750e+00,-2.640563389402962535e+00,-2.077587664695295544e+00
-6.918397771935037355e+00,-7.334915606083524331e+00,-6.984697152277201226e+00
-8.796188241492590265e+00,-8.466477308825240300e+00,-8.534374163583422046e+00
-8.677636924223662618e+00,-8.803005509918651939e+00,-8.655034013249467861e+00
-9.553644956690252599e+00,-9.646770346601782009e+00,-9.528836258801772985e+00
-1.052779913489722929e+01,-1.142443449878541450e+01,-1.145461349043640809e+01
-1.012755030763513808e+01,-1.094870345436824977e+01,-1.113918695575837603e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.900000000000000022e-01,-1.999000000000000221e-01,-3.497174478546039023e-01
-3.942240833767460373e+00,-3.945055355651104989e+00,-4.403429070815572111e+00
-8.478277797939396621e+00,-8.761524692372663736e+00,-8.976894606305416247e+00
-1.152532257276233096e+01,-1.151064216386230221e+01,-1.125803840458437577e+01
-1.361285375037112111e+01,-1.403676942604395350e+01,-1.368924319036667114e+01
-1.546235153230865400e+01,-1.546966051125270525e+01,-1.541108228989098450e+01
-1.484924487628625478e+01,-1.490183138122581497e+01,-1.467711484687470147e+01
-1.183062299433906261e+01,-1.335478413964354516e+01,-1.335661248302713844e+01
-1.033318799541059185e+01,-1.083422031438801092e+01,-1.099536753723702454e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.018990618834060058e-01,0.000000000000000000e+00
-1.533663147531953541e+00,-1.653465152818155648e+00,-2.282166514658110934e+00
-8.367743858529305356e+00,-6.185639342441597854e+00,-8.298175383246343628e+00
-1.233803649070121189e+01,-1.242230820307354477e+01,-1.281165161135193742e+01
-1.629398972952760971e+01,-1.660490316522920651e+01,-1.652257347873458215e+01
-1.818705225597062736e+01,-1.814758708132420750e+01,-1.819333392685056694e+01
-1.862153244164155907e+01,-1.809462390131456999e+01,-1.944462136112976935e+01
-1.808149063398132128e+01,-1.808070207735111268e+01,-1.652245719777215527e+01
-1.568105634784844682e+01,-1.576210582514335456e+01,-1.611772877055766529e+01
